Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2016-11-27 08:40:01.307;786;1;0;Parking Hala Stulecia
2016-11-27 08:40:01.470;99;0;0;ul. św. Antoniego
2016-11-27 08:41:19.667;462;0;0;Renoma
2016-11-27 08:45:00.017;268;0;0;Nowy Targ
2016-11-27 08:45:01.227;99;0;0;ul. św. Antoniego
2016-11-27 08:45:01.487;788;1;0;Parking Hala Stulecia
2016-11-27 08:50:00.030;269;0;1;Nowy Targ
2016-11-27 08:50:01.487;788;0;0;Parking Hala Stulecia
2016-11-27 08:50:02.127;99;0;0;ul. św. Antoniego
2016-11-27 08:51:19.173;532;0;0;Renoma
2016-11-27 08:55:00.013;269;0;0;Nowy Targ
2016-11-27 08:55:01.247;786;2;0;Parking Hala Stulecia
2016-11-27 08:55:02.153;99;0;0;ul. św. Antoniego
2016-11-27 09:00:00.017;270;0;1;Nowy Targ
2016-11-27 09:00:01.647;784;3;1;Parking Hala Stulecia
2016-11-27 09:00:01.960;99;0;0;ul. św. Antoniego
2016-11-27 09:01:18.980;473;0;0;Renoma
2016-11-27 09:05:00.017;270;0;0;Nowy Targ
2016-11-27 09:05:01.263;783;1;0;Parking Hala Stulecia
2016-11-27 09:05:02.013;99;0;0;ul. św. Antoniego
2016-11-27 09:10:00.020;270;0;0;Nowy Targ
2016-11-27 09:10:01.850;99;0;0;ul. św. Antoniego
2016-11-27 09:10:02.123;783;0;0;Parking Hala Stulecia
2016-11-27 09:11:18.860;542;0;0;Renoma
2016-11-27 09:15:00.017;270;0;0;Nowy Targ
2016-11-27 09:15:01.247;783;1;1;Parking Hala Stulecia
2016-11-27 09:15:01.743;99;0;0;ul. św. Antoniego
2016-11-27 09:20:00.017;270;0;0;Nowy Targ
2016-11-27 09:20:01.210;781;2;0;Parking Hala Stulecia
2016-11-27 09:20:01.607;99;0;0;ul. św. Antoniego
2016-11-27 09:21:18.533;497;0;0;Renoma
2016-11-27 09:25:00.017;271;0;1;Nowy Targ
2016-11-27 09:25:01.567;101;0;1;ul. św. Antoniego
2016-11-27 09:25:02.177;781;0;0;Parking Hala Stulecia
2016-11-27 09:30:00.023;270;1;0;Nowy Targ
2016-11-27 09:30:01.430;101;0;0;ul. św. Antoniego
2016-11-27 09:30:01.823;779;2;0;Parking Hala Stulecia
2016-11-27 09:31:18.343;500;0;0;Renoma
2016-11-27 09:35:00.013;270;0;0;Nowy Targ
2016-11-27 09:35:01.283;99;1;0;ul. św. Antoniego
2016-11-27 09:35:01.620;777;2;0;Parking Hala Stulecia
2016-11-27 09:40:00.017;269;2;1;Nowy Targ
2016-11-27 09:40:01.523;776;2;1;Parking Hala Stulecia
2016-11-27 09:40:02.033;97;1;0;ul. św. Antoniego
2016-11-27 09:41:17.927;535;0;0;Renoma
2016-11-27 09:45:00.020;270;0;1;Nowy Targ
2016-11-27 09:45:01.367;771;6;1;Parking Hala Stulecia
2016-11-27 09:45:01.810;97;0;0;ul. św. Antoniego
2016-11-27 09:50:00.023;270;0;0;Nowy Targ
2016-11-27 09:50:01.693;99;1;2;ul. św. Antoniego
2016-11-27 09:50:02.183;771;1;1;Parking Hala Stulecia
2016-11-27 09:51:17.367;471;0;0;Renoma
2016-11-27 09:55:00.013;269;1;0;Nowy Targ
2016-11-27 09:55:01.573;95;2;0;ul. św. Antoniego
2016-11-27 09:55:02.003;766;6;1;Parking Hala Stulecia
2016-11-27 10:00:00.020;267;3;1;Nowy Targ
2016-11-27 10:00:01.397;95;0;0;ul. św. Antoniego
2016-11-27 10:00:01.920;761;6;1;Parking Hala Stulecia
2016-11-27 10:01:17.117;530;0;0;Renoma
2016-11-27 10:05:00.020;265;2;0;Nowy Targ
2016-11-27 10:05:01.160;93;1;0;ul. św. Antoniego
2016-11-27 10:05:02.147;756;6;1;Parking Hala Stulecia
2016-11-27 10:10:00.013;266;1;2;Nowy Targ
2016-11-27 10:10:01.957;744;12;0;Parking Hala Stulecia
2016-11-27 10:10:01.983;91;1;0;ul. św. Antoniego
2016-11-27 10:11:16.907;484;0;0;Renoma
2016-11-27 10:15:00.017;266;0;0;Nowy Targ
2016-11-27 10:15:01.777;743;3;2;Parking Hala Stulecia
2016-11-27 10:15:02.080;91;0;0;ul. św. Antoniego
2016-11-27 10:20:00.017;265;1;0;Nowy Targ
2016-11-27 10:20:01.597;731;12;0;Parking Hala Stulecia
2016-11-27 10:20:01.947;85;3;0;ul. św. Antoniego
2016-11-27 10:21:16.477;471;0;0;Renoma
2016-11-27 10:25:00.017;264;1;0;Nowy Targ
2016-11-27 10:25:01.363;724;8;1;Parking Hala Stulecia
2016-11-27 10:25:01.760;85;0;0;ul. św. Antoniego
2016-11-27 10:30:00.017;265;0;1;Nowy Targ
2016-11-27 10:30:01.513;85;0;0;ul. św. Antoniego
2016-11-27 10:30:02.123;714;10;0;Parking Hala Stulecia
2016-11-27 10:31:16.077;464;0;0;Renoma
2016-11-27 10:35:00.017;265;1;1;Nowy Targ
2016-11-27 10:35:01.433;85;1;1;ul. św. Antoniego
2016-11-27 10:35:01.930;707;10;3;Parking Hala Stulecia
2016-11-27 10:40:00.017;266;0;1;Nowy Targ
2016-11-27 10:40:01.483;87;0;1;ul. św. Antoniego
2016-11-27 10:40:01.723;692;16;1;Parking Hala Stulecia
2016-11-27 10:41:15.837;476;0;0;Renoma
2016-11-27 10:45:00.017;264;2;0;Nowy Targ
2016-11-27 10:45:01.327;83;2;0;ul. św. Antoniego
2016-11-27 10:45:01.630;679;16;3;Parking Hala Stulecia
2016-11-27 10:50:00.017;262;2;0;Nowy Targ
2016-11-27 10:50:01.473;677;6;4;Parking Hala Stulecia
2016-11-27 10:50:02.117;81;1;0;ul. św. Antoniego
2016-11-27 10:51:16.080;424;0;0;Renoma
2016-11-27 10:55:00.017;260;2;0;Nowy Targ
2016-11-27 10:55:01.320;665;14;2;Parking Hala Stulecia
2016-11-27 10:55:01.927;79;1;0;ul. św. Antoniego
2016-11-27 11:00:00.023;262;0;2;Nowy Targ
2016-11-27 11:00:01.750;77;1;0;ul. św. Antoniego
2016-11-27 11:00:02.123;651;14;0;Parking Hala Stulecia
2016-11-27 11:01:15.813;453;0;0;Renoma
2016-11-27 11:05:00.017;262;1;1;Nowy Targ
2016-11-27 11:05:01.487;77;0;0;ul. św. Antoniego
2016-11-27 11:05:01.883;637;16;2;Parking Hala Stulecia
2016-11-27 11:10:00.017;261;2;1;Nowy Targ
2016-11-27 11:10:01.223;75;1;0;ul. św. Antoniego
2016-11-27 11:10:01.640;621;17;1;Parking Hala Stulecia
2016-11-27 11:11:15.317;472;0;0;Renoma
2016-11-27 11:15:00.020;259;3;1;Nowy Targ
2016-11-27 11:15:01.267;75;1;1;ul. św. Antoniego
2016-11-27 11:15:01.593;615;10;4;Parking Hala Stulecia
2016-11-27 11:20:00.020;259;2;2;Nowy Targ
2016-11-27 11:20:01.363;607;9;1;Parking Hala Stulecia
2016-11-27 11:20:02.030;75;0;0;ul. św. Antoniego
2016-11-27 11:21:15.073;470;0;0;Renoma
2016-11-27 11:25:00.017;255;4;0;Nowy Targ
2016-11-27 11:25:01.237;595;16;4;Parking Hala Stulecia
2016-11-27 11:25:01.783;73;1;0;ul. św. Antoniego
2016-11-27 11:30:00.020;253;2;0;Nowy Targ
2016-11-27 11:30:01.663;71;1;0;ul. św. Antoniego
2016-11-27 11:30:02.027;583;14;2;Parking Hala Stulecia
2016-11-27 11:31:14.967;440;0;0;Renoma
2016-11-27 11:35:00.017;249;4;0;Nowy Targ
2016-11-27 11:35:01.513;73;0;1;ul. św. Antoniego
2016-11-27 11:35:01.993;567;19;3;Parking Hala Stulecia
2016-11-27 11:40:00.020;245;4;0;Nowy Targ
2016-11-27 11:40:01.253;78;0;3;ul. św. Antoniego
2016-11-27 11:40:01.910;553;16;2;Parking Hala Stulecia
2016-11-27 11:41:14.440;410;0;0;Renoma
2016-11-27 11:45:00.017;242;3;0;Nowy Targ
2016-11-27 11:45:01.810;544;12;3;Parking Hala Stulecia
2016-11-27 11:45:02.090;76;1;0;ul. św. Antoniego
2016-11-27 11:50:00.017;241;2;1;Nowy Targ
2016-11-27 11:50:01.607;531;18;5;Parking Hala Stulecia
2016-11-27 11:50:01.923;71;3;0;ul. św. Antoniego
2016-11-27 11:51:13.673;399;0;0;Renoma
2016-11-27 11:55:00.017;240;2;1;Nowy Targ
2016-11-27 11:55:01.437;525;12;6;Parking Hala Stulecia
2016-11-27 11:55:01.707;69;1;0;ul. św. Antoniego
2016-11-27 12:00:00.020;239;2;1;Nowy Targ
2016-11-27 12:00:01.347;512;17;4;Parking Hala Stulecia
2016-11-27 12:00:01.533;67;2;1;ul. św. Antoniego
2016-11-27 12:01:13.023;377;0;0;Renoma
2016-11-27 12:05:00.017;234;8;3;Nowy Targ
2016-11-27 12:05:01.387;73;1;4;ul. św. Antoniego
2016-11-27 12:05:02.137;500;17;5;Parking Hala Stulecia
2016-11-27 12:10:00.017;232;3;1;Nowy Targ
2016-11-27 12:10:01.337;69;4;2;ul. św. Antoniego
2016-11-27 12:10:01.907;488;15;3;Parking Hala Stulecia
2016-11-27 12:11:12.667;385;0;0;Renoma
2016-11-27 12:15:00.017;232;2;2;Nowy Targ
2016-11-27 12:15:01.763;479;18;9;Parking Hala Stulecia
2016-11-27 12:15:02.130;67;2;1;ul. św. Antoniego
2016-11-27 12:20:00.043;232;1;1;Nowy Targ
2016-11-27 12:20:01.513;423;14;6;Parking Hala Stulecia
2016-11-27 12:20:01.600;67;0;0;ul. św. Antoniego
2016-11-27 12:21:12.213;417;0;0;Renoma
2016-11-27 12:25:00.017;228;5;1;Nowy Targ
2016-11-27 12:25:01.293;420;10;7;Parking Hala Stulecia
2016-11-27 12:25:01.573;73;0;3;ul. św. Antoniego
2016-11-27 12:30:00.020;227;3;2;Nowy Targ
2016-11-27 12:30:01.473;75;0;1;ul. św. Antoniego
2016-11-27 12:30:02.197;416;22;9;Parking Hala Stulecia
2016-11-27 12:31:12.053;362;0;0;Renoma
2016-11-27 12:35:00.017;227;3;3;Nowy Targ
2016-11-27 12:35:01.243;73;1;0;ul. św. Antoniego
2016-11-27 12:35:02.137;414;11;9;Parking Hala Stulecia
2016-11-27 12:40:00.017;224;5;2;Nowy Targ
2016-11-27 12:40:01.953;410;6;6;Parking Hala Stulecia
2016-11-27 12:40:02.083;74;2;3;ul. św. Antoniego
2016-11-27 12:41:11.663;386;0;0;Renoma
2016-11-27 12:45:00.017;220;7;3;Nowy Targ
2016-11-27 12:45:01.777;433;9;14;Parking Hala Stulecia
2016-11-27 12:45:01.997;70;2;0;ul. św. Antoniego
2016-11-27 12:50:00.030;218;3;1;Nowy Targ
2016-11-27 12:50:01.630;435;12;14;Parking Hala Stulecia
2016-11-27 12:50:01.927;70;2;2;ul. św. Antoniego
2016-11-27 12:51:11.140;349;0;0;Renoma
2016-11-27 12:55:00.017;214;4;0;Nowy Targ
2016-11-27 12:55:01.403;434;6;5;Parking Hala Stulecia
2016-11-27 12:55:01.743;70;3;3;ul. św. Antoniego
2016-11-27 13:00:00.020;210;8;4;Nowy Targ
2016-11-27 13:00:01.267;433;13;12;Parking Hala Stulecia
2016-11-27 13:00:01.577;78;0;4;ul. św. Antoniego
2016-11-27 13:01:11.327;333;0;0;Renoma
2016-11-27 13:05:00.017;207;6;3;Nowy Targ
2016-11-27 13:05:01.493;76;1;0;ul. św. Antoniego
2016-11-27 13:05:02.050;441;6;14;Parking Hala Stulecia
2016-11-27 13:10:00.017;205;3;1;Nowy Targ
2016-11-27 13:10:01.283;74;1;0;ul. św. Antoniego
2016-11-27 13:10:01.847;433;19;11;Parking Hala Stulecia
2016-11-27 13:11:10.790;375;0;0;Renoma
2016-11-27 13:15:00.017;206;3;4;Nowy Targ
2016-11-27 13:15:01.637;429;9;5;Parking Hala Stulecia
2016-11-27 13:15:02.067;76;0;1;ul. św. Antoniego
2016-11-27 13:20:00.023;199;8;1;Nowy Targ
2016-11-27 13:20:01.560;435;4;10;Parking Hala Stulecia
2016-11-27 13:20:01.940;76;1;1;ul. św. Antoniego
2016-11-27 13:21:10.840;338;0;0;Renoma
2016-11-27 13:25:00.013;201;3;5;Nowy Targ
2016-11-27 13:25:01.330;441;8;14;Parking Hala Stulecia
2016-11-27 13:25:01.793;72;2;0;ul. św. Antoniego
2016-11-27 13:30:00.020;203;4;6;Nowy Targ
2016-11-27 13:30:01.637;66;3;0;ul. św. Antoniego
2016-11-27 13:30:02.173;447;5;11;Parking Hala Stulecia
2016-11-27 13:31:10.743;345;0;0;Renoma
2016-11-27 13:35:00.017;199;6;2;Nowy Targ
2016-11-27 13:35:01.497;66;0;0;ul. św. Antoniego
2016-11-27 13:35:02.027;448;5;6;Parking Hala Stulecia
2016-11-27 13:40:00.020;196;7;4;Nowy Targ
2016-11-27 13:40:01.443;64;1;0;ul. św. Antoniego
2016-11-27 13:40:01.787;445;8;5;Parking Hala Stulecia
2016-11-27 13:41:10.223;319;0;0;Renoma
2016-11-27 13:45:00.117;192;6;2;Nowy Targ
2016-11-27 13:45:01.280;60;2;0;ul. św. Antoniego
2016-11-27 13:45:01.617;452;3;10;Parking Hala Stulecia
2016-11-27 13:50:00.020;183;11;2;Nowy Targ
2016-11-27 13:50:01.450;454;11;13;Parking Hala Stulecia
2016-11-27 13:50:02.140;62;0;1;ul. św. Antoniego
2016-11-27 13:51:09.963;321;0;0;Renoma
2016-11-27 13:55:00.017;179;9;5;Nowy Targ
2016-11-27 13:55:01.893;64;0;1;ul. św. Antoniego
2016-11-27 13:55:02.197;447;13;6;Parking Hala Stulecia
2016-11-27 14:00:00.017;172;8;1;Nowy Targ
2016-11-27 14:00:01.743;62;1;0;ul. św. Antoniego
2016-11-27 14:00:02.073;449;12;14;Parking Hala Stulecia
2016-11-27 14:01:09.547;311;0;0;Renoma
2016-11-27 14:05:00.017;169;3;0;Nowy Targ
2016-11-27 14:05:01.503;62;2;2;ul. św. Antoniego
2016-11-27 14:05:01.893;459;5;15;Parking Hala Stulecia
2016-11-27 14:10:00.017;172;3;6;Nowy Targ
2016-11-27 14:10:01.327;60;1;0;ul. św. Antoniego
2016-11-27 14:10:01.730;460;4;5;Parking Hala Stulecia
2016-11-27 14:11:09.033;303;0;0;Renoma
2016-11-27 14:15:00.017;165;8;1;Nowy Targ
2016-11-27 14:15:01.207;58;1;0;ul. św. Antoniego
2016-11-27 14:15:01.640;466;7;13;Parking Hala Stulecia
2016-11-27 14:20:00.017;164;8;7;Nowy Targ
2016-11-27 14:20:01.443;470;9;13;Parking Hala Stulecia
2016-11-27 14:20:01.937;56;3;2;ul. św. Antoniego
2016-11-27 14:21:08.503;310;0;0;Renoma
2016-11-27 14:25:00.017;167;2;5;Nowy Targ
2016-11-27 14:25:01.303;476;8;14;Parking Hala Stulecia
2016-11-27 14:25:01.767;56;0;0;ul. św. Antoniego
2016-11-27 14:30:00.017;168;4;5;Nowy Targ
2016-11-27 14:30:01.617;53;2;0;ul. św. Antoniego
2016-11-27 14:30:02.140;481;8;13;Parking Hala Stulecia
2016-11-27 14:31:08.220;321;0;0;Renoma
2016-11-27 14:35:00.017;169;3;4;Nowy Targ
2016-11-27 14:35:01.423;53;1;1;ul. św. Antoniego
2016-11-27 14:35:01.977;486;4;9;Parking Hala Stulecia
2016-11-27 14:40:00.023;171;2;4;Nowy Targ
2016-11-27 14:40:01.197;51;2;1;ul. św. Antoniego
2016-11-27 14:40:01.880;488;5;7;Parking Hala Stulecia
2016-11-27 14:41:07.720;339;0;0;Renoma
2016-11-27 14:45:00.017;170;8;7;Nowy Targ
2016-11-27 14:45:01.697;495;2;9;Parking Hala Stulecia
2016-11-27 14:45:01.967;49;1;0;ul. św. Antoniego
2016-11-27 14:50:00.017;175;4;9;Nowy Targ
2016-11-27 14:50:01.570;506;3;14;Parking Hala Stulecia
2016-11-27 14:50:01.840;47;2;1;ul. św. Antoniego
2016-11-27 14:51:07.287;335;0;0;Renoma
2016-11-27 14:55:00.017;172;6;3;Nowy Targ
2016-11-27 14:55:01.243;515;5;14;Parking Hala Stulecia
2016-11-27 14:55:01.673;47;3;3;ul. św. Antoniego
2016-11-27 15:00:00.020;167;11;6;Nowy Targ
2016-11-27 15:00:01.590;49;1;2;ul. św. Antoniego
2016-11-27 15:00:01.997;528;1;14;Parking Hala Stulecia
2016-11-27 15:01:07.177;348;0;0;Renoma
2016-11-27 15:05:00.020;163;10;6;Nowy Targ
2016-11-27 15:05:01.277;49;0;0;ul. św. Antoniego
2016-11-27 15:05:01.757;536;2;10;Parking Hala Stulecia
2016-11-27 15:10:00.017;163;4;4;Nowy Targ
2016-11-27 15:10:01.630;546;2;12;Parking Hala Stulecia
2016-11-27 15:10:02.057;47;3;2;ul. św. Antoniego
2016-11-27 15:11:06.997;308;0;0;Renoma
2016-11-27 15:15:00.017;154;12;3;Nowy Targ
2016-11-27 15:15:01.423;560;2;16;Parking Hala Stulecia
2016-11-27 15:15:01.860;47;2;2;ul. św. Antoniego
2016-11-27 15:20:00.017;147;13;6;Nowy Targ
2016-11-27 15:20:01.650;49;2;3;ul. św. Antoniego
2016-11-27 15:20:02.197;562;3;5;Parking Hala Stulecia
2016-11-27 15:21:06.613;348;0;0;Renoma
2016-11-27 15:25:00.017;142;12;7;Nowy Targ
2016-11-27 15:25:01.417;53;0;2;ul. św. Antoniego
2016-11-27 15:25:02.057;571;8;17;Parking Hala Stulecia
2016-11-27 15:30:00.020;134;12;4;Nowy Targ
2016-11-27 15:30:01.157;51;1;0;ul. św. Antoniego
2016-11-27 15:30:01.893;585;0;14;Parking Hala Stulecia
2016-11-27 15:31:06.610;321;0;0;Renoma
2016-11-27 15:35:00.017;130;8;4;Nowy Targ
2016-11-27 15:35:01.833;601;1;17;Parking Hala Stulecia
2016-11-27 15:35:01.993;47;2;0;ul. św. Antoniego
2016-11-27 15:40:00.023;128;5;3;Nowy Targ
2016-11-27 15:40:01.643;602;4;5;Parking Hala Stulecia
2016-11-27 15:40:01.833;49;1;2;ul. św. Antoniego
2016-11-27 15:41:06.127;378;0;0;Renoma
2016-11-27 15:45:00.017;121;13;6;Nowy Targ
2016-11-27 15:45:01.450;605;2;5;Parking Hala Stulecia
2016-11-27 15:45:01.617;53;0;2;ul. św. Antoniego
2016-11-27 15:50:00.017;118;8;5;Nowy Targ
2016-11-27 15:50:01.377;613;0;8;Parking Hala Stulecia
2016-11-27 15:50:01.593;59;0;3;ul. św. Antoniego
2016-11-27 15:51:05.837;358;0;0;Renoma
2016-11-27 15:55:00.017;113;12;7;Nowy Targ
2016-11-27 15:55:01.383;61;0;1;ul. św. Antoniego
2016-11-27 15:55:02.297;626;3;16;Parking Hala Stulecia
2016-11-27 16:00:00.017;118;3;8;Nowy Targ
2016-11-27 16:00:01.210;636;0;10;Parking Hala Stulecia
2016-11-27 16:00:01.217;59;1;0;ul. św. Antoniego
2016-11-27 16:01:05.710;318;0;0;Renoma
2016-11-27 16:05:00.017;109;15;6;Nowy Targ
2016-11-27 16:05:01.350;59;0;0;ul. św. Antoniego
2016-11-27 16:05:02.123;648;1;13;Parking Hala Stulecia
2016-11-27 16:10:00.020;90;24;5;Nowy Targ
2016-11-27 16:10:01.913;670;0;22;Parking Hala Stulecia
2016-11-27 16:10:02.110;53;3;0;ul. św. Antoniego
2016-11-27 16:11:05.430;376;0;0;Renoma
2016-11-27 16:15:00.017;88;10;8;Nowy Targ
2016-11-27 16:15:01.153;53;1;1;ul. św. Antoniego
2016-11-27 16:15:01.817;686;1;17;Parking Hala Stulecia
2016-11-27 16:20:00.020;84;10;6;Nowy Targ
2016-11-27 16:20:01.777;694;1;9;Parking Hala Stulecia
2016-11-27 16:20:01.953;55;1;2;ul. św. Antoniego
2016-11-27 16:21:05.247;348;0;0;Renoma
2016-11-27 16:25:00.017;68;19;3;Nowy Targ
2016-11-27 16:25:01.640;702;1;9;Parking Hala Stulecia
2016-11-27 16:25:01.840;53;2;1;ul. św. Antoniego
2016-11-27 16:30:00.023;65;9;6;Nowy Targ
2016-11-27 16:30:01.427;712;0;10;Parking Hala Stulecia
2016-11-27 16:30:01.733;51;1;0;ul. św. Antoniego
2016-11-27 16:31:05.147;345;0;0;Renoma
2016-11-27 16:35:00.017;62;8;5;Nowy Targ
2016-11-27 16:35:01.200;722;1;11;Parking Hala Stulecia
2016-11-27 16:35:01.477;53;1;2;ul. św. Antoniego
2016-11-27 16:40:00.020;53;16;7;Nowy Targ
2016-11-27 16:40:01.280;55;0;1;ul. św. Antoniego
2016-11-27 16:40:02.027;733;1;12;Parking Hala Stulecia
2016-11-27 16:41:04.553;331;0;0;Renoma
2016-11-27 16:45:00.017;45;19;11;Nowy Targ
2016-11-27 16:45:01.787;733;2;2;Parking Hala Stulecia
2016-11-27 16:45:02.010;59;0;2;ul. św. Antoniego
2016-11-27 16:50:00.017;32;21;8;Nowy Targ
2016-11-27 16:50:01.570;746;1;3;Parking Hala Stulecia
2016-11-27 16:50:01.820;63;2;4;ul. św. Antoniego
2016-11-27 16:51:04.247;328;0;0;Renoma
2016-11-27 16:55:00.017;27;16;11;Nowy Targ
2016-11-27 16:55:01.247;747;0;1;Parking Hala Stulecia
2016-11-27 16:55:01.603;61;1;0;ul. św. Antoniego
2016-11-27 17:00:00.017;25;11;9;Nowy Targ
2016-11-27 17:00:01.423;59;1;0;ul. św. Antoniego
2016-11-27 17:00:02.173;761;0;2;Parking Hala Stulecia
2016-11-27 17:01:04.143;360;0;0;Renoma
2016-11-27 17:05:00.027;29;6;10;Nowy Targ
2016-11-27 17:05:01.277;63;1;3;ul. św. Antoniego
2016-11-27 17:05:01.990;761;0;0;Parking Hala Stulecia
2016-11-27 17:10:00.017;33;10;14;Nowy Targ
2016-11-27 17:10:01.890;766;0;5;Parking Hala Stulecia
2016-11-27 17:10:02.030;55;4;0;ul. św. Antoniego
2016-11-27 17:11:04.017;338;0;0;Renoma
2016-11-27 17:15:00.017;41;2;10;Nowy Targ
2016-11-27 17:15:01.260;766;1;1;Parking Hala Stulecia
2016-11-27 17:15:01.867;50;3;1;ul. św. Antoniego
2016-11-27 17:20:00.017;36;12;7;Nowy Targ
2016-11-27 17:20:01.783;48;2;1;ul. św. Antoniego
