Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2016-11-28 10:45:02.077;781;0;0;Parking Hala Stulecia
2016-11-28 10:50:00.020;107;4;3;Nowy Targ
2016-11-28 10:50:01.577;54;3;3;ul. św. Antoniego
2016-11-28 10:50:01.870;780;1;0;Parking Hala Stulecia
2016-11-28 10:50:32.443;352;0;0;Renoma
2016-11-28 10:55:00.013;109;3;5;Nowy Targ
2016-11-28 10:55:01.337;51;2;0;ul. św. Antoniego
2016-11-28 10:55:01.677;778;2;0;Parking Hala Stulecia
2016-11-28 11:00:00.017;109;2;2;Nowy Targ
2016-11-28 11:00:01.547;774;4;0;Parking Hala Stulecia
2016-11-28 11:00:02.117;51;1;1;ul. św. Antoniego
2016-11-28 11:00:32.490;352;0;0;Renoma
2016-11-28 11:05:00.017;109;3;3;Nowy Targ
2016-11-28 11:05:01.403;774;0;0;Parking Hala Stulecia
2016-11-28 11:05:02.070;58;0;4;ul. św. Antoniego
2016-11-28 11:10:00.017;109;2;2;Nowy Targ
2016-11-28 11:10:01.917;56;1;0;ul. św. Antoniego
2016-11-28 11:10:02.060;773;1;0;Parking Hala Stulecia
2016-11-28 11:10:32.447;338;0;0;Renoma
2016-11-28 11:15:00.010;111;1;3;Nowy Targ
2016-11-28 11:15:01.167;52;2;0;ul. św. Antoniego
2016-11-28 11:15:02.013;773;1;1;Parking Hala Stulecia
2016-11-28 11:20:00.017;110;4;3;Nowy Targ
2016-11-28 11:20:01.217;53;1;2;ul. św. Antoniego
2016-11-28 11:20:01.847;771;2;1;Parking Hala Stulecia
2016-11-28 11:20:32.420;317;0;0;Renoma
2016-11-28 11:25:00.017;111;2;3;Nowy Targ
2016-11-28 11:25:01.630;770;1;0;Parking Hala Stulecia
2016-11-28 11:25:02.020;51;1;0;ul. św. Antoniego
2016-11-28 11:30:00.027;109;7;5;Nowy Targ
2016-11-28 11:30:01.223;767;3;0;Parking Hala Stulecia
2016-11-28 11:30:02.070;52;1;2;ul. św. Antoniego
2016-11-28 11:30:32.500;345;0;0;Renoma
2016-11-28 11:35:00.017;109;3;3;Nowy Targ
2016-11-28 11:35:01.927;52;1;1;ul. św. Antoniego
2016-11-28 11:35:02.123;766;1;0;Parking Hala Stulecia
2016-11-28 11:40:00.017;111;2;4;Nowy Targ
2016-11-28 11:40:01.397;56;2;3;ul. św. Antoniego
2016-11-28 11:40:01.800;767;0;1;Parking Hala Stulecia
2016-11-28 11:40:32.550;346;0;0;Renoma
2016-11-28 11:45:00.017;108;7;4;Nowy Targ
2016-11-28 11:45:01.167;58;0;1;ul. św. Antoniego
2016-11-28 11:45:01.617;766;2;1;Parking Hala Stulecia
2016-11-28 11:50:00.020;106;4;2;Nowy Targ
2016-11-28 11:50:01.677;60;1;2;ul. św. Antoniego
2016-11-28 11:50:02.127;765;1;0;Parking Hala Stulecia
2016-11-28 11:50:32.457;310;0;0;Renoma
2016-11-28 11:55:00.013;108;5;7;Nowy Targ
2016-11-28 11:55:01.523;60;0;0;ul. św. Antoniego
2016-11-28 11:55:02.027;764;1;0;Parking Hala Stulecia
2016-11-28 12:00:00.017;109;4;5;Nowy Targ
2016-11-28 12:00:01.413;56;4;2;ul. św. Antoniego
2016-11-28 12:00:01.870;765;2;3;Parking Hala Stulecia
2016-11-28 12:00:32.423;297;0;0;Renoma
2016-11-28 12:05:00.013;106;6;3;Nowy Targ
2016-11-28 12:05:01.270;52;2;0;ul. św. Antoniego
2016-11-28 12:05:01.740;767;0;2;Parking Hala Stulecia
2016-11-28 12:10:00.017;110;1;5;Nowy Targ
2016-11-28 12:10:01.477;768;0;1;Parking Hala Stulecia
2016-11-28 12:10:02.107;48;2;0;ul. św. Antoniego
2016-11-28 12:10:32.553;332;0;0;Renoma
2016-11-28 12:15:00.017;105;7;2;Nowy Targ
2016-11-28 12:15:01.343;768;0;0;Parking Hala Stulecia
2016-11-28 12:15:01.983;48;0;0;ul. św. Antoniego
2016-11-28 12:20:00.017;106;4;5;Nowy Targ
2016-11-28 12:20:01.843;47;1;0;ul. św. Antoniego
2016-11-28 12:20:02.147;768;1;1;Parking Hala Stulecia
2016-11-28 12:20:32.530;360;0;0;Renoma
2016-11-28 12:25:00.017;107;6;7;Nowy Targ
2016-11-28 12:25:01.597;52;1;3;ul. św. Antoniego
2016-11-28 12:25:01.930;767;1;0;Parking Hala Stulecia
2016-11-28 12:30:00.017;105;4;2;Nowy Targ
2016-11-28 12:30:01.420;55;0;2;ul. św. Antoniego
2016-11-28 12:30:01.773;766;1;0;Parking Hala Stulecia
2016-11-28 12:30:32.403;327;0;0;Renoma
2016-11-28 12:35:00.017;109;1;5;Nowy Targ
2016-11-28 12:35:01.167;55;0;0;ul. św. Antoniego
2016-11-28 12:35:01.597;766;1;1;Parking Hala Stulecia
2016-11-28 12:40:00.020;107;4;2;Nowy Targ
2016-11-28 12:40:01.307;766;1;1;Parking Hala Stulecia
2016-11-28 12:40:02.000;52;3;1;ul. św. Antoniego
2016-11-28 12:40:32.500;301;0;0;Renoma
2016-11-28 12:45:00.017;107;3;3;Nowy Targ
2016-11-28 12:45:01.857;55;2;4;ul. św. Antoniego
2016-11-28 12:45:02.197;766;0;0;Parking Hala Stulecia
2016-11-28 12:50:00.017;104;5;2;Nowy Targ
2016-11-28 12:50:01.270;767;0;1;Parking Hala Stulecia
2016-11-28 12:50:01.783;57;1;2;ul. św. Antoniego
2016-11-28 12:50:32.513;320;0;0;Renoma
2016-11-28 12:55:00.017;105;1;2;Nowy Targ
2016-11-28 12:55:01.607;55;1;0;ul. św. Antoniego
2016-11-28 12:55:02.163;767;0;0;Parking Hala Stulecia
2016-11-28 13:00:00.020;106;6;7;Nowy Targ
2016-11-28 13:00:01.457;54;1;0;ul. św. Antoniego
2016-11-28 13:00:01.990;768;0;1;Parking Hala Stulecia
2016-11-28 13:00:32.420;365;0;0;Renoma
2016-11-28 13:05:00.017;107;7;8;Nowy Targ
2016-11-28 13:05:01.323;58;0;2;ul. św. Antoniego
2016-11-28 13:05:01.747;767;2;1;Parking Hala Stulecia
2016-11-28 13:10:00.020;110;4;7;Nowy Targ
2016-11-28 13:10:01.347;58;1;1;ul. św. Antoniego
2016-11-28 13:10:01.533;767;1;1;Parking Hala Stulecia
2016-11-28 13:10:32.467;331;0;0;Renoma
2016-11-28 13:15:00.013;107;5;2;Nowy Targ
2016-11-28 13:15:01.203;62;0;2;ul. św. Antoniego
2016-11-28 13:15:01.247;767;0;0;Parking Hala Stulecia
2016-11-28 13:20:00.020;106;3;2;Nowy Targ
2016-11-28 13:20:01.207;62;2;2;ul. św. Antoniego
2016-11-28 13:20:02.053;766;2;1;Parking Hala Stulecia
2016-11-28 13:20:32.573;372;0;0;Renoma
2016-11-28 13:25:00.020;108;4;6;Nowy Targ
2016-11-28 13:25:01.870;761;6;1;Parking Hala Stulecia
2016-11-28 13:25:02.033;60;3;2;ul. św. Antoniego
2016-11-28 13:30:00.020;108;4;4;Nowy Targ
2016-11-28 13:30:01.727;761;0;0;Parking Hala Stulecia
2016-11-28 13:30:01.983;56;2;0;ul. św. Antoniego
2016-11-28 13:30:32.403;329;0;0;Renoma
2016-11-28 13:35:00.017;107;4;3;Nowy Targ
2016-11-28 13:35:01.377;760;1;0;Parking Hala Stulecia
2016-11-28 13:35:01.893;55;1;0;ul. św. Antoniego
2016-11-28 13:40:00.020;105;5;3;Nowy Targ
2016-11-28 13:40:01.283;761;1;2;Parking Hala Stulecia
2016-11-28 13:40:01.837;57;0;1;ul. św. Antoniego
2016-11-28 13:40:21.363;344;0;0;Renoma
2016-11-28 13:45:00.017;107;3;5;Nowy Targ
2016-11-28 13:45:01.703;64;0;4;ul. św. Antoniego
2016-11-28 13:45:02.160;759;2;0;Parking Hala Stulecia
2016-11-28 13:50:00.020;106;5;4;Nowy Targ
2016-11-28 13:50:01.470;62;1;0;ul. św. Antoniego
2016-11-28 13:50:01.970;758;2;1;Parking Hala Stulecia
2016-11-28 13:50:21.400;363;0;0;Renoma
2016-11-28 13:55:00.057;106;4;4;Nowy Targ
2016-11-28 13:55:01.283;63;1;1;ul. św. Antoniego
2016-11-28 13:55:01.857;760;0;2;Parking Hala Stulecia
2016-11-28 14:00:00.020;107;4;5;Nowy Targ
2016-11-28 14:00:01.143;63;0;0;ul. św. Antoniego
2016-11-28 14:00:01.693;762;0;2;Parking Hala Stulecia
2016-11-28 14:00:21.007;315;0;0;Renoma
2016-11-28 14:05:00.017;102;7;2;Nowy Targ
2016-11-28 14:05:01.500;762;0;0;Parking Hala Stulecia
2016-11-28 14:05:01.947;73;0;5;ul. św. Antoniego
2016-11-28 14:10:00.027;105;2;5;Nowy Targ
2016-11-28 14:10:01.333;763;0;1;Parking Hala Stulecia
2016-11-28 14:10:01.910;72;1;0;ul. św. Antoniego
2016-11-28 14:10:20.790;330;0;0;Renoma
2016-11-28 14:15:00.017;104;2;1;Nowy Targ
2016-11-28 14:15:01.780;73;1;1;ul. św. Antoniego
2016-11-28 14:15:02.147;763;0;0;Parking Hala Stulecia
2016-11-28 14:20:00.017;104;5;5;Nowy Targ
2016-11-28 14:20:01.630;75;0;1;ul. św. Antoniego
2016-11-28 14:20:02.110;766;0;3;Parking Hala Stulecia
2016-11-28 14:20:20.443;367;0;0;Renoma
2016-11-28 14:25:00.017;108;2;6;Nowy Targ
2016-11-28 14:25:01.623;73;1;0;ul. św. Antoniego
2016-11-28 14:25:01.920;765;1;0;Parking Hala Stulecia
2016-11-28 14:30:00.020;113;0;5;Nowy Targ
2016-11-28 14:30:01.883;765;0;0;Parking Hala Stulecia
2016-11-28 14:30:02.130;75;0;1;ul. św. Antoniego
2016-11-28 14:30:20.373;338;0;0;Renoma
2016-11-28 14:35:00.020;116;2;5;Nowy Targ
2016-11-28 14:35:01.773;768;1;4;Parking Hala Stulecia
2016-11-28 14:35:02.093;75;0;0;ul. św. Antoniego
2016-11-28 14:40:00.020;118;0;2;Nowy Targ
2016-11-28 14:40:01.680;768;1;1;Parking Hala Stulecia
2016-11-28 14:40:02.030;76;1;2;ul. św. Antoniego
2016-11-28 14:40:20.087;322;0;0;Renoma
2016-11-28 14:45:00.017;113;6;1;Nowy Targ
2016-11-28 14:45:01.623;771;1;4;Parking Hala Stulecia
2016-11-28 14:45:01.817;76;0;1;ul. św. Antoniego
2016-11-28 14:50:00.017;111;5;3;Nowy Targ
2016-11-28 14:50:01.380;773;1;3;Parking Hala Stulecia
2016-11-28 14:50:01.663;74;1;0;ul. św. Antoniego
2016-11-28 14:50:19.693;349;0;0;Renoma
2016-11-28 14:55:00.013;112;2;3;Nowy Targ
2016-11-28 14:55:01.507;75;0;1;ul. św. Antoniego
2016-11-28 14:55:02.203;774;1;2;Parking Hala Stulecia
2016-11-28 15:00:00.017;115;3;6;Nowy Targ
2016-11-28 15:00:01.407;71;3;1;ul. św. Antoniego
2016-11-28 15:00:02.090;774;0;0;Parking Hala Stulecia
2016-11-28 15:00:19.307;359;0;0;Renoma
2016-11-28 15:05:00.017;119;3;7;Nowy Targ
2016-11-28 15:05:01.240;71;0;0;ul. św. Antoniego
2016-11-28 15:05:01.833;774;0;0;Parking Hala Stulecia
2016-11-28 15:10:00.050;119;5;5;Nowy Targ
2016-11-28 15:10:01.523;775;0;1;Parking Hala Stulecia
2016-11-28 15:10:02.033;72;1;1;ul. św. Antoniego
2016-11-28 15:10:19.050;377;0;0;Renoma
2016-11-28 15:15:00.017;121;2;4;Nowy Targ
2016-11-28 15:15:01.440;774;1;0;Parking Hala Stulecia
2016-11-28 15:15:01.853;72;0;0;ul. św. Antoniego
2016-11-28 15:20:00.017;128;0;7;Nowy Targ
2016-11-28 15:20:01.210;775;2;3;Parking Hala Stulecia
2016-11-28 15:20:01.627;72;0;0;ul. św. Antoniego
2016-11-28 15:20:18.717;375;0;0;Renoma
2016-11-28 15:25:00.017;130;1;3;Nowy Targ
2016-11-28 15:25:01.377;70;2;0;ul. św. Antoniego
2016-11-28 15:25:01.990;775;1;1;Parking Hala Stulecia
2016-11-28 15:30:00.017;132;1;3;Nowy Targ
2016-11-28 15:30:01.197;72;0;1;ul. św. Antoniego
2016-11-28 15:30:01.777;776;0;1;Parking Hala Stulecia
2016-11-28 15:30:18.773;357;0;0;Renoma
2016-11-28 15:35:00.017;132;3;3;Nowy Targ
2016-11-28 15:35:01.577;779;0;3;Parking Hala Stulecia
2016-11-28 15:35:02.100;72;1;2;ul. św. Antoniego
2016-11-28 15:40:00.013;131;4;3;Nowy Targ
2016-11-28 15:40:01.527;781;0;2;Parking Hala Stulecia
2016-11-28 15:40:01.927;72;0;0;ul. św. Antoniego
2016-11-28 15:40:32.547;356;0;0;Renoma
2016-11-28 15:45:00.017;131;1;1;Nowy Targ
2016-11-28 15:45:01.437;781;0;0;Parking Hala Stulecia
2016-11-28 15:45:01.723;72;1;1;ul. św. Antoniego
2016-11-28 15:50:00.017;135;3;7;Nowy Targ
2016-11-28 15:50:01.573;71;1;0;ul. św. Antoniego
2016-11-28 15:50:02.183;783;0;2;Parking Hala Stulecia
2016-11-28 15:50:32.393;362;0;0;Renoma
2016-11-28 15:55:00.017;137;4;6;Nowy Targ
2016-11-28 15:55:01.440;71;1;1;ul. św. Antoniego
2016-11-28 15:55:02.090;783;0;0;Parking Hala Stulecia
2016-11-28 16:00:00.020;140;0;3;Nowy Targ
2016-11-28 16:00:01.327;68;2;0;ul. św. Antoniego
2016-11-28 16:00:02.050;783;0;0;Parking Hala Stulecia
2016-11-28 16:00:32.477;407;0;0;Renoma
2016-11-28 16:05:00.017;144;2;6;Nowy Targ
2016-11-28 16:05:01.183;71;0;2;ul. św. Antoniego
2016-11-28 16:05:01.870;785;0;2;Parking Hala Stulecia
2016-11-28 16:10:00.023;147;3;6;Nowy Targ
2016-11-28 16:10:01.643;786;0;1;Parking Hala Stulecia
2016-11-28 16:10:02.003;67;2;0;ul. św. Antoniego
2016-11-28 16:10:32.563;382;0;0;Renoma
2016-11-28 16:15:00.017;156;2;11;Nowy Targ
2016-11-28 16:15:01.790;71;0;3;ul. św. Antoniego
2016-11-28 16:15:02.133;788;0;2;Parking Hala Stulecia
2016-11-28 16:20:00.017;167;2;13;Nowy Targ
2016-11-28 16:20:01.757;72;1;2;ul. św. Antoniego
2016-11-28 16:20:02.123;789;0;1;Parking Hala Stulecia
2016-11-28 16:20:32.437;381;0;0;Renoma
2016-11-28 16:25:00.020;170;3;6;Nowy Targ
2016-11-28 16:25:01.557;72;1;1;ul. św. Antoniego
2016-11-28 16:25:02.017;790;0;1;Parking Hala Stulecia
2016-11-28 16:30:00.023;176;2;8;Nowy Targ
2016-11-28 16:30:01.433;71;1;1;ul. św. Antoniego
2016-11-28 16:30:01.787;789;1;0;Parking Hala Stulecia
2016-11-28 16:30:32.460;385;0;0;Renoma
2016-11-28 16:35:00.017;182;0;6;Nowy Targ
2016-11-28 16:35:01.267;70;1;1;ul. św. Antoniego
2016-11-28 16:35:01.417;789;0;0;Parking Hala Stulecia
2016-11-28 16:40:00.017;183;3;4;Nowy Targ
2016-11-28 16:40:01.333;68;1;0;ul. św. Antoniego
2016-11-28 16:40:02.123;790;0;1;Parking Hala Stulecia
2016-11-28 16:40:32.553;400;0;0;Renoma
2016-11-28 16:45:00.017;185;2;4;Nowy Targ
2016-11-28 16:45:01.940;790;0;0;Parking Hala Stulecia
2016-11-28 16:45:02.073;70;0;1;ul. św. Antoniego
2016-11-28 16:50:00.023;190;2;7;Nowy Targ
2016-11-28 16:50:01.717;790;0;0;Parking Hala Stulecia
2016-11-28 16:50:01.917;66;2;0;ul. św. Antoniego
2016-11-28 16:50:32.563;353;0;0;Renoma
2016-11-28 16:55:00.017;196;3;9;Nowy Targ
2016-11-28 16:55:01.373;790;0;0;Parking Hala Stulecia
2016-11-28 16:55:01.780;67;1;3;ul. św. Antoniego
2016-11-28 17:00:00.020;202;2;8;Nowy Targ
2016-11-28 17:00:01.663;66;1;1;ul. św. Antoniego
2016-11-28 17:00:02.183;791;0;1;Parking Hala Stulecia
2016-11-28 17:00:32.453;406;0;0;Renoma
2016-11-28 17:05:00.023;203;2;3;Nowy Targ
2016-11-28 17:05:01.603;66;2;2;ul. św. Antoniego
2016-11-28 17:05:02.060;791;0;0;Parking Hala Stulecia
2016-11-28 17:10:00.017;209;2;8;Nowy Targ
2016-11-28 17:10:01.470;72;0;6;ul. św. Antoniego
2016-11-28 17:10:01.883;791;0;0;Parking Hala Stulecia
2016-11-28 17:10:32.473;397;0;0;Renoma
2016-11-28 17:15:00.017;213;0;4;Nowy Targ
2016-11-28 17:15:01.313;75;2;5;ul. św. Antoniego
2016-11-28 17:15:01.667;791;0;0;Parking Hala Stulecia
2016-11-28 17:20:00.017;214;1;2;Nowy Targ
2016-11-28 17:20:01.153;77;1;4;ul. św. Antoniego
2016-11-28 17:20:02.387;791;0;0;Parking Hala Stulecia
2016-11-28 17:20:32.553;350;0;0;Renoma
2016-11-28 17:25:00.017;222;4;12;Nowy Targ
2016-11-28 17:25:01.947;81;1;3;ul. św. Antoniego
2016-11-28 17:25:02.167;791;0;0;Parking Hala Stulecia
2016-11-28 17:30:00.020;229;1;8;Nowy Targ
2016-11-28 17:30:01.767;83;1;3;ul. św. Antoniego
2016-11-28 17:30:02.127;791;0;0;Parking Hala Stulecia
2016-11-28 17:30:32.423;423;0;0;Renoma
2016-11-28 17:35:00.017;234;1;6;Nowy Targ
2016-11-28 17:35:01.570;791;0;0;Parking Hala Stulecia
2016-11-28 17:35:01.590;85;0;2;ul. św. Antoniego
2016-11-28 17:40:00.017;241;0;7;Nowy Targ
2016-11-28 17:40:01.260;791;0;0;Parking Hala Stulecia
2016-11-28 17:40:01.577;89;1;3;ul. św. Antoniego
2016-11-28 17:40:32.403;404;0;0;Renoma
2016-11-28 17:45:00.017;241;4;4;Nowy Targ
2016-11-28 17:45:01.457;88;1;1;ul. św. Antoniego
2016-11-28 17:45:01.953;791;0;0;Parking Hala Stulecia
2016-11-28 17:50:00.017;243;4;6;Nowy Targ
2016-11-28 17:50:01.367;87;1;1;ul. św. Antoniego
2016-11-28 17:50:01.797;791;0;0;Parking Hala Stulecia
2016-11-28 17:50:32.550;351;0;0;Renoma
2016-11-28 17:55:00.017;251;1;9;Nowy Targ
2016-11-28 17:55:01.533;791;0;0;Parking Hala Stulecia
2016-11-28 17:55:02.113;93;0;4;ul. św. Antoniego
2016-11-28 18:00:00.017;255;1;5;Nowy Targ
2016-11-28 18:00:01.337;791;0;0;Parking Hala Stulecia
2016-11-28 18:00:01.963;95;2;4;ul. św. Antoniego
2016-11-28 18:00:32.537;415;0;0;Renoma
2016-11-28 18:05:00.017;256;0;1;Nowy Targ
2016-11-28 18:05:01.793;98;0;2;ul. św. Antoniego
2016-11-28 18:05:01.987;791;0;0;Parking Hala Stulecia
2016-11-28 18:10:00.020;257;0;1;Nowy Targ
2016-11-28 18:10:01.657;791;0;0;Parking Hala Stulecia
2016-11-28 18:10:01.897;98;1;1;ul. św. Antoniego
2016-11-28 18:10:32.460;373;0;0;Renoma
2016-11-28 18:15:00.013;259;1;3;Nowy Targ
2016-11-28 18:15:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 18:15:01.757;96;1;0;ul. św. Antoniego
2016-11-28 18:20:00.020;261;2;4;Nowy Targ
2016-11-28 18:20:01.733;101;0;3;ul. św. Antoniego
2016-11-28 18:20:02.103;791;0;0;Parking Hala Stulecia
2016-11-28 18:20:32.513;378;0;0;Renoma
2016-11-28 18:25:00.023;263;1;3;Nowy Targ
2016-11-28 18:25:01.527;100;2;1;ul. św. Antoniego
2016-11-28 18:25:01.907;791;0;0;Parking Hala Stulecia
2016-11-28 18:30:00.027;263;2;2;Nowy Targ
2016-11-28 18:30:01.387;100;0;0;ul. św. Antoniego
2016-11-28 18:30:01.823;791;0;0;Parking Hala Stulecia
2016-11-28 18:30:32.553;383;0;0;Renoma
2016-11-28 18:35:00.017;263;0;0;Nowy Targ
2016-11-28 18:35:01.320;102;0;1;ul. św. Antoniego
2016-11-28 18:35:01.737;791;0;0;Parking Hala Stulecia
2016-11-28 18:40:00.017;264;1;2;Nowy Targ
2016-11-28 18:40:01.537;791;0;0;Parking Hala Stulecia
2016-11-28 18:40:02.130;102;0;0;ul. św. Antoniego
2016-11-28 18:40:32.427;395;0;0;Renoma
2016-11-28 18:45:00.013;265;1;2;Nowy Targ
2016-11-28 18:45:01.247;791;0;0;Parking Hala Stulecia
2016-11-28 18:45:02.043;100;2;2;ul. św. Antoniego
2016-11-28 18:50:00.023;266;0;1;Nowy Targ
2016-11-28 18:50:01.950;102;1;2;ul. św. Antoniego
2016-11-28 18:50:01.990;791;0;0;Parking Hala Stulecia
2016-11-28 18:50:32.467;425;0;0;Renoma
2016-11-28 18:55:00.017;268;0;2;Nowy Targ
2016-11-28 18:55:01.777;791;0;0;Parking Hala Stulecia
2016-11-28 18:55:01.997;102;0;0;ul. św. Antoniego
2016-11-28 19:00:00.020;269;1;2;Nowy Targ
2016-11-28 19:00:01.417;791;0;0;Parking Hala Stulecia
2016-11-28 19:00:01.820;103;0;1;ul. św. Antoniego
2016-11-28 19:00:32.557;465;0;0;Renoma
2016-11-28 19:05:00.017;270;2;3;Nowy Targ
2016-11-28 19:05:01.607;104;1;2;ul. św. Antoniego
2016-11-28 19:05:02.157;791;0;0;Parking Hala Stulecia
2016-11-28 19:10:00.023;270;1;1;Nowy Targ
2016-11-28 19:10:01.500;100;3;1;ul. św. Antoniego
2016-11-28 19:10:01.700;791;0;0;Parking Hala Stulecia
2016-11-28 19:10:32.473;450;0;0;Renoma
2016-11-28 19:15:00.020;271;2;3;Nowy Targ
2016-11-28 19:15:01.247;97;2;1;ul. św. Antoniego
2016-11-28 19:15:01.523;791;0;0;Parking Hala Stulecia
2016-11-28 19:20:00.020;274;0;3;Nowy Targ
2016-11-28 19:20:01.367;791;0;0;Parking Hala Stulecia
2016-11-28 19:20:02.097;93;2;0;ul. św. Antoniego
2016-11-28 19:20:20.800;390;0;0;Renoma
2016-11-28 19:25:00.013;276;1;3;Nowy Targ
2016-11-28 19:25:01.933;90;3;2;ul. św. Antoniego
2016-11-28 19:25:02.063;791;0;0;Parking Hala Stulecia
2016-11-28 19:30:00.017;277;4;5;Nowy Targ
2016-11-28 19:30:01.787;791;0;0;Parking Hala Stulecia
2016-11-28 19:30:02.050;88;1;0;ul. św. Antoniego
2016-11-28 19:30:20.747;428;0;0;Renoma
